Property Type,Listing Status,Building Size(sq. m),Year Built,Bedrooms,Bathrooms,Num Floors,City,State,ZIP Code,USD Price
House,Active,120.4,1987.0,3.0,2.0,1.0,Nezperce,idaho,83536.0,"279,900"
House,Pending,69.49,1950.0,2.0,1.0,1.0,Boise,idaho,83705.0,"375,000"
House,Active,208.85,2021.0,4.0,2.0,1.0,Emmett,idaho,83617.0,"509,900"
House,Pending,325.35,2000.0,4.0,5.0,2.0,Eagle,idaho,83616.0,"1,055,000"
House,Active,471.3,2025.0,5.0,5.0,2.0,Caldwell,idaho,83607.0,"1,347,500"
House,Pending,157.94,1958.0,3.0,2.0,0.0,Mountain Home,idaho,83647.0,"279,900"
House,Active,308.72,1930.0,3.0,5.0,1.0,Eagle,idaho,83616.0,"1,200,000"
House,Pending,193.24,1956.0,4.0,2.0,0.0,Lewiston,idaho,83501.0,"349,900"
House,Pending,402.46,2024.0,4.0,4.0,2.0,Boise,idaho,83714.0,"1,348,619"
House,Active,173.64,2005.0,4.0,3.0,2.0,Boise,idaho,83709.0,"452,000"
House,Active,318.38,2024.0,4.0,4.0,1.0,,idaho,,"1,725,000"
House,Active,286.42,1971.0,4.0,3.0,2.0,,idaho,,"1,185,000"
House,Active,132.67,1996.0,3.0,2.0,1.0,Homedale,idaho,83628.0,"299,895"
House,Pending,132.85,2024.0,3.0,2.0,1.0,Emmett,idaho,83617.0,"382,149"
House,Pending,77.95,2009.0,1.0,1.0,2.0,New Meadows,idaho,83654.0,"269,000"
House,Pending,159.05,2024.0,4.0,2.0,1.0,Fruitland,idaho,83619.0,"438,178"
House,Pending,219.81,2002.0,3.0,3.0,1.0,Mountain Home,idaho,83647.0,"469,900"
House,Pending,109.16,1962.0,3.0,1.0,1.0,,idaho,,"269,900"
House,Active,376.81,1968.0,5.0,3.0,0.0,Twin Falls,idaho,83301.0,"724,999"
House,Active,130.81,2024.0,3.0,2.0,1.0,Kuna,idaho,83634.0,"390,990"
House,Pending,193.98,1951.0,4.0,2.0,0.0,,idaho,,"500,000"
House,Active,142.33,2006.0,3.0,3.0,2.0,Boise,idaho,83706.0,"539,000"
House,Active,91.23,1980.0,2.0,1.0,1.0,Mackay,idaho,83251.0,"199,000"
Townhouse,Pending,253.25,2013.0,4.0,3.0,2.0,Ketchum,idaho,83340.0,"3,650,000"
House,Active,505.11,2022.0,5.0,6.0,0.0,Tetonia,idaho,83452.0,"3,300,000"
House,Active,463.77,2013.0,4.0,3.0,0.0,Mackay,idaho,83255.0,"900,000"
House,Active,193.24,2008.0,3.0,4.0,0.0,Victor,idaho,83455.0,"740,000"
House,Active,231.89,1975.0,5.0,2.0,0.0,ST ANTHONY,idaho,83445.0,"380,000"
Townhouse,Active,237.83,2020.0,6.0,6.0,2.0,Carey,idaho,83320.0,"650,000"
House,Active,354.7,2010.0,4.0,4.0,2.0,POCATELLO,idaho,83202.0,"1,659,000"
House,Active,222.04,2003.0,3.0,2.0,1.5,IDAHO FALLS,idaho,83401.0,"950,000"
House,Active,166.48,1990.0,3.0,2.0,2.0,RIGBY,idaho,83442.0,"350,000"
House,Active,175.59,1957.0,4.0,2.0,1.0,POCATELLO,idaho,83201.0,"314,900"
House,Active,348.76,1930.0,4.0,3.0,2.0,RIGBY,idaho,83442.0,"489,000"
House,Active,872.55,2021.0,11.0,9.0,3.0,ISLAND PARK,idaho,83429.0,"4,750,000"
House,Active,292.09,2021.0,5.0,3.0,1.0,AMMON,idaho,83406.0,"490,000"
House,Active,88.44,1980.0,2.0,1.0,1.0,MACKAY,idaho,83251.0,"199,000"
House,Active,351.92,2007.0,6.0,3.0,1.5,RIGBY,idaho,83442.0,"600,000"
House,Active,355.54,2014.0,5.0,4.0,2.0,Eagle,idaho,83616.0,"1,350,000"
House,Pending,261.06,2004.0,5.0,3.0,2.0,Eagle,idaho,83616.0,"715,000"
House,Active,183.95,2024.0,3.0,3.0,2.0,Meridian,idaho,83646.0,"489,900"
House,Active,273.97,2024.0,4.0,4.0,0.0,Meridian,idaho,83646.0,"849,777"
House,Active,222.97,2008.0,4.0,2.0,0.0,,idaho,,"675,000"
House,Active,239.23,2011.0,3.0,3.0,1.0,,idaho,,"849,000"
House,Active,249.35,2004.0,3.0,3.0,2.0,Meridian,idaho,83642.0,"729,900"
House,Pending,132.11,1948.0,3.0,2.0,1.0,Boise,idaho,83705.0,"525,000"
House,Active,274.62,1976.0,4.0,3.0,0.0,Troy,idaho,83871.0,"469,000"
Townhouse,Active,347.09,2007.0,8.0,8.0,0.0,Nampa,idaho,83651.0,"885,000"
House,Active,285.58,2024.0,4.0,4.0,0.0,Meridian,idaho,83646.0,"859,777"
House,Active,280.94,2006.0,4.0,3.0,1.0,Star,idaho,83669.0,"705,000"
House,Pending,133.59,1998.0,3.0,2.0,1.0,Nampa,idaho,83686.0,"364,900"
House,Pending,136.75,2001.0,3.0,2.0,1.0,Nampa,idaho,83686.0,"364,900"
House,Active,190.08,2024.0,4.0,2.0,1.0,Kimberly,idaho,83341.0,"476,490"
House,Active,169.46,1909.0,3.0,2.0,2.0,Kamiah,idaho,83536.0,"650,000"
House,Pending,180.23,2018.0,3.0,3.0,1.0,,idaho,,"775,000"
House,Active,164.72,2007.0,3.0,2.0,0.0,,idaho,,"398,500"
House,Active,314.2,1997.0,3.0,4.0,1.0,Buhl,idaho,83316.0,"1,200,000"
House,Active,132.11,2002.0,2.0,2.0,2.0,Ashton,idaho,83420.0,"875,000"
House,Pending,171.31,1940.0,2.0,2.0,1.0,Homedale,idaho,83628.0,"275,000"
House,Active,200.67,1909.0,6.0,3.0,2.0,Payette,idaho,83661.0,"539,900"
House,Pending,169.36,1978.0,3.0,2.0,1.0,Boise,idaho,83704.0,"459,900"
House,Pending,189.43,2011.0,3.0,3.0,0.0,Boise,idaho,83709.0,"709,900"
House,Pending,234.3,2018.0,3.0,3.0,2.0,Boise,idaho,83716.0,"845,000"
House,Active,357.03,2022.0,5.0,4.0,2.0,Eagle,idaho,83616.0,"1,299,500"
House,Active,230.77,2015.0,4.0,3.0,0.0,Twin Falls,idaho,83301.0,"560,000"
House,Active,222.04,2018.0,3.0,3.0,1.0,Meridian,idaho,83642.0,"849,000"
House,Pending,130.81,2024.0,3.0,2.0,1.0,Kuna,idaho,83634.0,"410,040"
House,Pending,151.25,1992.0,3.0,2.0,1.0,Boise,idaho,83709.0,"439,000"
House,Pending,175.03,2005.0,3.0,2.0,1.0,Nampa,idaho,83651.0,"419,900"
House,Pending,257.16,1958.0,4.0,3.0,0.0,Boise,idaho,83709.0,"499,900"
House,Active,98.85,1971.0,3.0,1.0,1.0,Boise,idaho,83703.0,"400,000"
House,Pending,254.37,2012.0,5.0,3.0,2.0,Meridian,idaho,83646.0,"675,000"
House,Active,141.4,2020.0,3.0,2.0,1.0,Meridian,idaho,83642.0,"444,900"
House,Active,258.36,2024.0,4.0,3.0,2.0,Eagle,idaho,83616.0,"980,800"
House,Active,230.68,1978.0,4.0,3.0,3.0,Meridian,idaho,83642.0,"795,000"
House,Pending,250.93,2024.0,3.0,3.0,0.0,Eagle,idaho,83616.0,"935,000"
House,Pending,195.28,2024.0,3.0,3.0,1.0,Boise,idaho,83703.0,"769,000"
House,Active,122.63,2006.0,5.0,3.0,0.0,Minot,North Dakota,58703.0,"345,000"
House,Active,126.35,1975.0,3.0,2.0,1.0,Surrey,North Dakota,58785.0,"280,000"
Townhouse,Active,254.93,1901.0,4.0,3.0,2.0,Lamoure,North Dakota,58458.0,"387,000"
House,Active,264.59,1985.0,5.0,3.0,0.0,Bismarck,North Dakota,58503.0,"409,000"
Townhouse,Active,,1960.0,7.0,4.0,0.0,Minot,North Dakota,58703.0,"370,000"
House,Active,423.27,1998.0,5.0,4.0,0.0,West Fargo,North Dakota,58078.0,"775,000"
House,Active,258.83,2014.0,4.0,3.0,0.0,Williston,North Dakota,58801.0,"575,000"
House,Active,274.53,1962.0,4.0,2.0,0.0,Williston,North Dakota,58801.0,"375,000"
House,Active,239.32,1973.0,4.0,3.0,0.0,Buxton,North Dakota,58218.0,"388,000"
House,Active,209.59,1900.0,4.0,3.0,0.0,Grand Forks,North Dakota,58203.0,"270,000"
Townhouse,Active,,1965.0,4.0,3.0,1.0,Bottineau,North Dakota,58318.0,"335,000"
House,Active,,1998.0,5.0,4.0,0.0,West Fargo,North Dakota,58078.0,"924,900"
House,Active,117.99,1985.0,1.0,1.0,2.0,St John,North Dakota,58369.0,"295,000"
,,,,,,0.0,,North Dakota,,
House,Active,101.45,1965.0,3.0,1.0,1.0,Bottineau,North Dakota,58318.0,"114,900"
House,Pending,172.8,1999.0,4.0,4.0,1.0,Minot,North Dakota,58701.0,"519,900"
House,Active,267.93,1997.0,6.0,3.0,0.0,Williston,North Dakota,58801.0,"499,000"
House,Active,116.13,1965.0,3.0,2.0,0.0,Bottineau,North Dakota,58318.0,"325,000"
House,Active,197.51,1935.0,5.0,2.0,0.0,New Salem,North Dakota,58563.0,"110,000"
House,Active,80.83,1950.0,3.0,1.0,1.5,Stanley,North Dakota,58784.0,"172,900"
House,Pending,222.97,1974.0,3.0,1.0,0.0,Buxton,North Dakota,58218.0,"345,000"
House,Active,124.86,1980.0,3.0,2.0,0.0,Bowman,North Dakota,58623.0,"87,500"
Townhouse,Active,,1980.0,,,0.0,Reeder,North Dakota,58649.0,"300,000"
House,Active,89.19,1965.0,2.0,2.0,1.0,Sawyer,North Dakota,58781.0,"169,900"
House,Active,89.19,1965.0,2.0,2.0,0.0,Sawyer,North Dakota,58781.0,"169,900"
House,Active,,,3.0,2.0,0.0,New Town,North Dakota,58540.0,"630,000"
House,Active,111.48,1996.0,3.0,2.0,0.0,Coleharbor,North Dakota,58531.0,"327,500"
House,Pending,145.67,2011.0,2.0,2.0,2.0,Garrison,North Dakota,58540.0,"489,900"
House,Active,99.13,1980.0,,,0.0,Williston,North Dakota,58801.0,"397,500"
House,Active,135.82,1954.0,3.0,2.0,1.0,Minot,North Dakota,58701.0,"249,900"
House,Active,111.86,1954.0,2.0,2.0,0.0,Williston,North Dakota,58801.0,"255,000"
House,Active,133.78,2019.0,3.0,2.0,0.0,Williston,North Dakota,58801.0,"337,000"
House,Active,106.84,1967.0,3.0,1.0,0.0,Rolla,North Dakota,58367.0,"44,000"
House,Active,,,3.0,1.0,0.0,Cooperstown,North Dakota,58425.0,"60,000"
House,Active,114.46,2000.0,3.0,1.0,1.0,Coleharbor,North Dakota,58531.0,"344,900"
House,Pending,216.56,2023.0,4.0,2.0,1.0,Burlington,North Dakota,58722.0,"525,000"
House,Active,160.54,1977.0,4.0,2.0,0.0,Williston,North Dakota,58801.0,"315,000"
House,Active,111.48,1996.0,3.0,2.0,1.0,Coleharbor,North Dakota,58531.0,"327,500"
House,Active,,2020.0,2.0,1.0,0.0,Minot,North Dakota,58703.0,"35,900"
House,Active,167.13,1928.0,2.0,1.0,0.0,Fargo,North Dakota,58102.0,"195,000"
House,Active,,2020.0,1.0,1.0,0.0,Minot,North Dakota,58703.0,"32,900"
House,Active,112.97,2010.0,3.0,2.0,0.0,Minot,North Dakota,58701.0,"169,900"
House,Active,112.97,2010.0,3.0,2.0,1.0,Minot,North Dakota,58701.0,"169,900"
House,Active,231.61,1973.0,4.0,2.0,0.0,Minot,North Dakota,58701.0,"340,000"
House,Active,127.09,2012.0,3.0,2.0,1.0,,North Dakota,,"349,900"
House,Active,435.06,2002.0,5.0,5.0,0.0,Bismarck,North Dakota,58503.0,"640,000"
House,Active,118.17,1916.0,2.0,2.0,0.0,Williston,North Dakota,58801.0,"200,000"
House,Active,117.89,1940.0,2.0,2.0,1.5,Harvey,North Dakota,58341.0,"127,000"
House,Active,228.91,2001.0,3.0,2.0,2.0,Bottineau,North Dakota,58318.0,"847,000"
House,Pending,129.04,1973.0,4.0,2.0,1.0,Minot,North Dakota,58701.0,"340,000"
Townhouse,Active,,1940.0,4.0,1.0,0.0,Cathay,North Dakota,58422.0,"535,000"
House,Active,,1990.0,2.0,2.0,0.0,Cathay,North Dakota,58422.0,"114,000"
House,Active,211.17,1983.0,5.0,3.0,0.0,Mandan,North Dakota,58554.0,"315,000"
House,Active,155.52,2015.0,,,1.0,Dawson,North Dakota,58428.0,"368,000"
House,Active,,,3.0,2.0,1.0,Minot,North Dakota,58701.0,"79,000"
House,Active,171.68,1938.0,3.0,2.0,2.0,Devils Lake,North Dakota,58301.0,"169,900"
House,Active,110.09,2021.0,3.0,2.0,0.0,Fargo,North Dakota,58103.0,"79,000"
,,,,,,0.0,,North Dakota,,
House,Active,244.52,1920.0,3.0,1.0,3.0,Rugby,North Dakota,58368.0,"124,900"
House,Active,237.83,1960.0,3.0,3.0,0.0,Wahpeton,North Dakota,58075.0,"310,900"
House,Active,190.82,1910.0,4.0,2.0,0.0,Wahpeton,North Dakota,58075.0,"169,900"
House,Active,185.81,2024.0,4.0,3.0,1.5,Surrey,North Dakota,58785.0,"378,500"
House,Active,270.07,2016.0,5.0,4.0,0.0,Williston,North Dakota,58801.0,"515,000"
House,Active,216.09,1927.0,4.0,3.0,1.5,Minot,North Dakota,58703.0,"285,000"
House,Pending,169.08,1958.0,4.0,2.0,0.0,Fargo,North Dakota,58078.0,"255,000"
House,Active,144.65,2015.0,4.0,2.0,0.0,Williston,North Dakota,58801.0,"235,000"
House,Pending,128.21,1974.0,4.0,3.0,1.0,,North Dakota,,"335,000"
House,Active,157.94,1994.0,3.0,2.0,1.0,New Town,North Dakota,58763.0,"630,000"
House,Active,146.04,1975.0,4.0,3.0,1.0,Minot,North Dakota,58701.0,"479,900"
House,Pending,134.24,2008.0,5.0,3.0,1.0,Minot,North Dakota,58703.0,"555,000"
House,Pending,117.99,1952.0,3.0,1.0,0.0,Fargo,North Dakota,58102.0,"289,000"
House,Active,133.32,1960.0,3.0,1.0,0.0,Bowman,North Dakota,58623.0,"74,000"
House,Active,239.5,2021.0,4.0,3.0,0.0,Fargo,North Dakota,58047.0,"469,900"
House,Active,242.29,1957.0,5.0,4.0,1.0,Minot,North Dakota,58703.0,"440,000"
House,Active,152.18,,3.0,1.0,2.0,Webster,North Dakota,58382.0,"129,900"
Townhouse,Active,143.81,2011.0,3.0,3.0,0.0,Williston,North Dakota,58801.0,"275,000"
House,Active,242.11,1973.0,5.0,3.0,0.0,Bowman,North Dakota,58623.0,"160,000"
House,Active,110.37,2013.0,3.0,2.0,1.0,Stanley,North Dakota,58784.0,"499,999"
House,Active,112.97,2023.0,3.0,2.0,1.0,Benedict,North Dakota,58716.0,"139,000"
Townhouse,Active,167.6,2024.0,3.0,3.0,2.0,Minot,North Dakota,58701.0,"334,900"
Townhouse,Active,135.27,1980.0,3.0,2.0,0.0,Watford City,North Dakota,58854.0,"379,900"
House,Active,197.7,2012.0,5.0,3.0,1.0,Devils Lake,North Dakota,58301.0,"529,000"
House,Active,222.97,1952.0,4.0,3.0,0.0,Williston,North Dakota,58801.0,"395,000"
House,Active,346.34,2003.0,6.0,4.0,0.0,Bismarck,North Dakota,58503.0,"644,000"
House,Active,229.19,1971.0,3.0,3.0,0.0,Bismarck,North Dakota,58504.0,"323,900"
House,Active,186.92,1955.0,4.0,2.0,0.0,Dickinson,North Dakota,58601.0,"250,000"
House,Active,327.2,2016.0,3.0,4.0,0.0,Bismarck,North Dakota,58504.0,"1,625,000"
House,Active,182.09,1994.0,2.0,3.0,0.0,Bismarck,North Dakota,58503.0,"499,900"
House,Active,,1910.0,2.0,2.0,0.0,Hillsboro,North Dakota,58045.0,"145,000"
House,Pending,75.99,1908.0,2.0,1.0,1.0,Minot,North Dakota,58703.0,"99,900"
House,Active,191.38,1945.0,4.0,3.0,1.0,Mohall,North Dakota,58761.0,"185,000"
House,Active,83.61,1910.0,3.0,1.0,1.0,Mohall,North Dakota,58761.0,"50,000"
House,Active,110.09,2021.0,3.0,2.0,0.0,Fargo,North Dakota,58103.0,"75,900"
House,Pending,206.24,2010.0,3.0,2.0,0.0,Grand Forks,North Dakota,58203.0,"225,000"
House,Active,104.05,1947.0,2.0,1.0,0.0,Bottineau,North Dakota,58318.0,"99,500"
House,Active,,,,,0.0,Dunseith,North Dakota,58329.0,"79,000"
House,Active,117.43,1960.0,3.0,2.0,2.0,Devils Lake,North Dakota,58301.0,"199,900"
House,Active,113.53,1937.0,2.0,1.0,1.0,Harvey,North Dakota,58341.0,"139,000"
House,Active,111.48,1965.0,3.0,2.0,1.0,Bottineau,North Dakota,58318.0,"365,000"
Townhouse,Active,85.1,2015.0,3.0,2.0,0.0,Minot,North Dakota,58701.0,"219,900"
House,Active,167.23,1977.0,4.0,2.0,0.0,Bottineau,North Dakota,58318.0,"335,000"
House,Active,,1940.0,3.0,2.0,0.0,Cooperstown,North Dakota,58425.0,"99,000"
House,Active,,,2.0,2.0,0.0,Minot,North Dakota,58701.0,"19,900"
House,Active,,,3.0,2.0,0.0,Minot,North Dakota,58701.0,"19,900"
House,Active,167.32,2020.0,3.0,3.0,2.0,Stanley,North Dakota,58784.0,"329,900"
Townhouse,Active,278.8,2006.0,4.0,3.0,1.5,Minot,North Dakota,58701.0,"450,000"
House,Active,32.79,2019.0,1.0,1.0,0.0,St Michael,North Dakota,58370.0,"110,000"
House,Active,101.45,1925.0,3.0,1.0,0.0,Williston,North Dakota,58801.0,"264,900"
House,Active,85.84,1955.0,4.0,2.0,1.0,Minot,North Dakota,58703.0,"194,900"
Townhouse,Active,113.71,2015.0,3.0,2.0,2.0,Minot,North Dakota,58701.0,"199,000"
House,Active,155.8,2014.0,3.0,2.0,0.0,Williston,North Dakota,58801.0,"349,900"
House,Active,89.37,1960.0,4.0,1.0,1.0,Minot,North Dakota,58703.0,"295,000"
House,Active,92.9,1910.0,3.0,2.0,2.0,Kramer,North Dakota,58748.0,"59,900"
House,Active,229.66,2014.0,4.0,3.0,0.0,Bismarck,North Dakota,58503.0,"474,900"
House,Active,115.39,2007.0,3.0,2.0,0.0,Ellendale,North Dakota,58436.0,"389,000"
House,Active,160.44,2024.0,4.0,3.0,2.0,Surrey,North Dakota,58785.0,"424,900"
House,Active,160.44,2024.0,4.0,4.0,2.0,Surrey,North Dakota,58785.0,"429,900"
House,Active,160.44,2024.0,4.0,4.0,2.0,Surrey,North Dakota,58785.0,"429,900"
House,Active,148.64,1940.0,3.0,1.0,2.0,Willow City,North Dakota,58384.0,"114,900"
House,Active,318.84,1950.0,3.0,2.0,0.0,Mandan,North Dakota,58554.0,"254,900"
House,Active,77.3,1900.0,2.0,1.0,2.0,Bottineau,North Dakota,58318.0,"39,900"
House,Active,134.15,1900.0,3.0,1.0,0.0,VALLEY CITY,North Dakota,58072.0,"51,500"
House,Active,115.94,1983.0,3.0,2.0,0.0,Bismarck,North Dakota,58503.0,"110,000"
House,Active,162.39,2024.0,3.0,2.0,1.0,Minot,North Dakota,58703.0,"365,900"
House,Active,77.3,1900.0,2.0,1.0,0.0,Lignite,North Dakota,58752.0,"57,900"
House,Active,167.23,1960.0,2.0,1.0,0.0,Lignite,North Dakota,58752.0,"64,900"
Townhouse,Active,146.23,2011.0,3.0,3.0,0.0,Mandan,North Dakota,58554.0,"389,900"
House,Active,100.34,1980.0,2.0,1.0,1.0,Bottineau,North Dakota,58318.0,"329,000"
House,Active,94.39,,2.0,1.0,0.0,Bottineau,North Dakota,58318.0,"82,500"
House,Active,111.48,2024.0,2.0,2.0,1.0,Mandan,North Dakota,58554.0,"429,900"
House,Pending,91.14,1922.0,2.0,1.0,1.5,Drake,North Dakota,58736.0,"99,000"
House,Active,156.45,1930.0,3.0,2.0,0.0,EPPING,North Dakota,58843.0,"119,900"
House,Active,273.32,2020.0,5.0,3.0,0.0,Mandan,North Dakota,58554.0,"514,900"
House,Pending,173.54,1975.0,4.0,3.0,0.0,Minot,North Dakota,58703.0,"295,000"
House,Active,159.42,1975.0,4.0,3.0,0.0,Minot,North Dakota,58703.0,"299,900"
House,Active,461.26,2012.0,5.0,5.0,0.0,Mandan,North Dakota,58554.0,"939,900"
House,Active,348.57,1979.0,5.0,4.0,0.0,Bismarck,North Dakota,58504.0,"834,900"
House,Active,377.19,2014.0,5.0,3.0,1.0,Des Lacs,North Dakota,58733.0,"639,000"
House,Pending,190.27,1914.0,4.0,1.0,2.0,Harvey,North Dakota,58341.0,"249,000"
Townhouse,Active,213.12,2014.0,3.0,4.0,2.0,Bottineau,North Dakota,58318.0,"599,000"
House,Active,90.3,1952.0,4.0,2.0,0.0,Grand Forks,North Dakota,58203.0,"264,000"
House,Active,97.55,1910.0,4.0,2.0,2.0,Maxbass,North Dakota,58760.0,"699,000"
House,Active,117.06,2024.0,5.0,3.0,0.0,Burlington,North Dakota,58722.0,"459,900"
House,Active,197.7,1978.0,4.0,2.0,0.0,Williston,North Dakota,58801.0,"359,900"
House,Active,250.84,1962.0,5.0,4.0,2.0,Botttineau,North Dakota,58318.0,"349,900"
Townhouse,Active,,1958.0,5.0,2.0,2.0,Minot,North Dakota,58703.0,"195,000"
House,Active,137.03,1958.0,4.0,2.0,2.0,Bowman,North Dakota,58623.0,"142,500"
House,Active,162.3,1960.0,5.0,2.0,1.0,Rugby,North Dakota,58368.0,"779,000"
House,Active,173.54,1920.0,5.0,2.0,2.0,Rugby,North Dakota,58368.0,"174,900"
House,Active,214.61,1969.0,5.0,2.0,0.0,Williston,North Dakota,58801.0,"339,000"
Townhouse,Active,200.21,2010.0,4.0,3.0,0.0,Valley City,North Dakota,58072.0,"355,900"
House,Active,145.67,2013.0,3.0,2.0,1.0,Barlow,North Dakota,58421.0,"349,000"
House,Active,171.68,2015.0,5.0,5.0,2.0,Minot,North Dakota,58703.0,"624,900"
Townhouse,Active,,1957.0,4.0,2.0,1.0,Minot,North Dakota,58703.0,"219,900"
House,Active,230.4,1958.0,3.0,3.0,1.0,Burlington,North Dakota,58722.0,"629,000"
House,Active,112.97,2011.0,3.0,2.0,1.0,Devils Lake,North Dakota,58301.0,"141,900"
House,Pending,144.84,1914.0,2.0,2.0,1.5,Minot,North Dakota,58701.0,"225,000"
House,Active,164.9,1953.0,3.0,1.0,1.0,Bottineau,North Dakota,58318.0,"299,900"
House,Active,195.1,2016.0,3.0,2.0,1.0,Harvey,North Dakota,58341.0,"430,000"
House,Active,155.06,2022.0,3.0,2.0,0.0,Bismarck,North Dakota,58503.0,"410,000"
House,Active,501.68,1940.0,6.0,3.0,0.0,Mandan,North Dakota,58554.0,"185,000"
House,Active,113.71,1929.0,4.0,2.0,1.5,Minot,North Dakota,58703.0,"114,900"
House,Active,34.19,1940.0,1.0,1.0,0.0,Great Bend,North Dakota,58075.0,"85,000"
House,Active,211.82,2019.0,4.0,2.0,1.0,Williston,North Dakota,58801.0,"495,400"
House,Pending,107.02,1968.0,3.0,2.0,1.0,Minot,North Dakota,58701.0,"279,900"
House,Active,1.0,,,,0.0,Stanley,North Dakota,58784.0,"775,000"
House,Active,117.06,2024.0,5.0,3.0,0.0,Burlington,North Dakota,58722.0,"459,900"
House,Pending,113.16,1969.0,4.0,2.0,1.0,Velva,North Dakota,58790.0,"199,900"
House,Active,158.96,2015.0,4.0,2.0,0.0,Watford City,North Dakota,58854.0,"368,000"
House,Active,,,,,0.0,Stanley,North Dakota,58784.0,"349,000"
House,Active,111.48,1971.0,3.0,1.0,1.0,Rolla,North Dakota,58367.0,"186,000"
Townhouse,Active,87.14,2013.0,3.0,2.0,0.0,Minot,North Dakota,58701.0,"219,900"
Townhouse,Active,165.92,2013.0,3.0,2.0,0.0,Minot,North Dakota,58701.0,"219,900"
House,Pending,142.33,2020.0,5.0,3.0,1.0,Minot,North Dakota,58703.0,"429,000"
House,Active,228.91,2001.0,3.0,2.0,2.0,Bottineau,North Dakota,58318.0,"515,000"
House,Active,260.13,2007.0,4.0,3.0,1.0,Surrey,North Dakota,58785.0,"799,900"
House,Active,145.67,2012.0,3.0,2.0,1.0,Max,North Dakota,58759.0,"169,000"
House,Active,225.75,2018.0,3.0,2.0,0.0,Williston,North Dakota,58801.0,"989,000"
Townhouse,Active,137.5,1996.0,6.0,2.0,2.0,Devils Lake,North Dakota,58301.0,"265,000"
House,Active,82.5,1910.0,2.0,1.0,1.0,Minot,North Dakota,58701.0,"67,900"
Townhouse,Active,167.6,2024.0,3.0,3.0,2.0,Minot,North Dakota,58701.0,"334,900"
Townhouse,Active,174.19,2024.0,3.0,3.0,2.0,Minot,North Dakota,58701.0,"334,900"
Townhouse,Active,185.06,2023.0,3.0,4.0,2.0,Minot,North Dakota,58703.0,"439,900"
House,Active,506.32,2013.0,6.0,5.0,0.0,Ray,North Dakota,58849.0,"1,100,000"
House,Active,258.64,1904.0,3.0,2.0,0.0,Buxton,North Dakota,58218.0,"446,000"
Townhouse,Pending,97.36,2024.0,2.0,2.0,1.0,Minot,North Dakota,58701.0,"233,900"
Townhouse,Pending,101.26,2024.0,3.0,2.0,1.0,Minot,North Dakota,58701.0,"243,900"
House,Active,196.3,2024.0,3.0,3.0,1.0,Surrey,North Dakota,58701.0,"384,900"
House,Active,116.04,2013.0,4.0,3.0,0.0,Minot,North Dakota,58703.0,"395,000"
House,Active,223.9,2013.0,4.0,3.0,0.0,Minot,North Dakota,58703.0,"395,000"
House,Active,201.6,2009.0,3.0,3.0,1.0,Garrison,North Dakota,58540.0,"810,000"
House,Active,148.27,,3.0,1.0,1.5,Drake,North Dakota,58736.0,"45,000"
Townhouse,Active,78.78,,2.0,1.0,0.0,Minot,North Dakota,58701.0,"149,900"
Townhouse,Active,78.78,2013.0,2.0,1.0,0.0,Minot,North Dakota,58701.0,"149,900"
Townhouse,Active,157.56,2013.0,4.0,2.0,0.0,Minot,North Dakota,58701.0,"299,800"
House,Pending,256.78,1899.0,4.0,3.0,0.0,Fargo,North Dakota,58103.0,"460,000"
House,Pending,145.67,2015.0,3.0,2.0,1.0,Zap,North Dakota,58580.0,"139,000"
House,Active,314.01,2019.0,5.0,3.0,0.0,Williston,North Dakota,58801.0,"450,000"
House,Active,71.35,1980.0,2.0,1.0,1.0,Bottineau,North Dakota,58318.0,"419,900"
Townhouse,Active,3.0,1985.0,40.0,2.0,3.0,Bottineau,North Dakota,58318.0,"1,300,000"
House,Active,118.36,1963.0,3.0,1.0,1.0,Wishek,North Dakota,58495.0,"190,000"
House,Active,104.05,1930.0,2.0,1.0,1.0,Harvey,North Dakota,58341.0,"164,000"
Townhouse,Active,212.84,2022.0,5.0,4.0,1.0,Devils Lake,North Dakota,58301.0,"795,000"
Townhouse,Active,185.06,2023.0,3.0,4.0,2.0,Minot,North Dakota,58703.0,"439,900"
House,Active,124.86,2024.0,2.0,2.0,1.0,Mandan,North Dakota,58554.0,"239,900"
Townhouse,Active,261.24,1957.0,4.0,2.0,0.0,Minot,North Dakota,58703.0,"159,900"
Townhouse,Active,,1957.0,4.0,2.0,2.0,Minot,North Dakota,58703.0,"159,900"
House,Active,185.81,2024.0,4.0,3.0,1.5,Surrey,North Dakota,58785.0,"379,900"
,,,,,,0.0,,North Dakota,,
Townhouse,Active,,2015.0,6.0,4.0,0.0,Minot,North Dakota,58701.0,"439,800"
House,Active,241.18,2000.0,4.0,3.0,1.0,Sawyer,North Dakota,58781.0,"749,000"
House,Active,154.59,1975.0,5.0,3.0,0.0,BEULAH,North Dakota,58523.0,"194,500"
House,Active,146.69,2022.0,3.0,2.0,0.0,Bismarck,North Dakota,58504.0,"369,900"
House,Active,130.06,1925.0,3.0,2.0,2.0,Steele,North Dakota,58482.0,"119,900"
House,Active,110.09,2021.0,3.0,2.0,0.0,Fargo,North Dakota,58103.0,"74,900"
Townhouse,Active,162.39,2015.0,3.0,2.0,0.0,Minot,North Dakota,58701.0,"219,900"
House,Active,145.67,2014.0,3.0,2.0,0.0,Epping,North Dakota,58843.0,"234,900"
House,Active,222.97,1945.0,4.0,1.0,2.0,Rolette,North Dakota,58366.0,"599,000"
